Category,Price,Rating,Stock,Discount
Unknown,0.44457916540365766,0.5207552497147244,In Stock,0.8163265306122448
Unknown,0.4945438011518642,0.5207552497147244,In Stock,0.02040816326530612
Unknown,0.048095382439122966,0.6723773442213951,Out of Stock,0.7346938775510203
Unknown,0.3066585834091139,0.3828012890391893,Out of Stock,0.9999999999999999
C,0.7391128624835809,0.6293363296356814,In Stock,0.8775510204081632
C,0.8004445791654036,0.5207552497147244,In Stock,0.04081632653061224
Unknown,0.5201576235222795,0.5207552497147244,In Stock,0.12244897959183673
Unknown,0.6519147216328179,0.5207552497147244,In Stock,0.5918367346938775
Unknown,0.7239567545720925,0.5207552497147244,In Stock,0.4897959183673469
Unknown,0.6082651308477316,0.3920872897912572,In Stock,0.3061224489795918
Unknown,0.127311306456502,0.7287862864108111,Out of Stock,0.5102040816326531
Unknown,0.6527230473880974,0.6551544874640816,Out of Stock,0.061224489795918366
C,0.6847529554410428,0.5207552497147244,In Stock,0.16326530612244897
D,0.607759927250682,0.9651948956140156,In Stock,0.08163265306122448
C,0.3112054157825604,0.9692389369629167,In Stock,0.9999999999999999
Unknown,0.5380418308578356,0.5207552497147244,Out of Stock,0.3061224489795918
Unknown,0.015055067192078409,0.5207552497147244,In Stock,0.42857142857142855
Unknown,0.6211983429322017,0.5207552497147244,In Stock,0.673469387755102
D,0.4524603415176316,0.13301574109617226,In Stock,0.7959183673469387
Unknown,0.9153278771344852,0.40072467574353166,In Stock,0.9999999999999999
Unknown,0.577851874305345,0.04210788849887531,Out of Stock,0.3469387755102041
Unknown,0.9990906335253107,0.5207552497147244,Out of Stock,0.3877551020408163
Unknown,0.42891785389511977,0.3924045326102237,In Stock,0.061224489795918366
D,0.2622006668687481,0.2294245424106498,In Stock,0.6122448979591836
Unknown,0.9152268364150752,0.8485451422354088,Out of Stock,0.5918367346938775
Unknown,0.19905021723754673,0.5207552497147244,In Stock,0.2040816326530612
C,0.20410225320804284,0.9657616809759147,Out of Stock,0.5918367346938775
Unknown,0.8718803677882186,0.5207552497147244,Out of Stock,0.7755102040816326
D,0.4980297059715066,0.5207552497147244,In Stock,0.08163265306122448
A,0.6522178437910477,0.5207552497147244,Out of Stock,0.6530612244897959
Unknown,0.39193695059108824,0.5207552497147244,In Stock,0.836734693877551
Unknown,0.9454380115186419,0.6228932712058046,Out of Stock,0.8571428571428571
Unknown,0.3699100737597252,0.5207552497147244,In Stock,0.26530612244897955
A,0.23886026068505609,0.5207552497147244,In Stock,0.24489795918367346
A,0.631100333434374,0.5207552497147244,In Stock,0.5918367346938775
Unknown,0.6307972112761443,0.5207552497147244,Out of Stock,0.08163265306122448
Unknown,0.472769526119026,0.5593833058542232,Out of Stock,0.061224489795918366
B,0.8328786500959886,0.5207552497147244,Out of Stock,0.836734693877551
A,0.5412751338789532,0.5207552497147244,Out of Stock,0.673469387755102
A,0.8506618167121349,0.020312532320280796,Out of Stock,0.8163265306122448
Unknown,0.25735071233707185,0.2464266828510866,In Stock,0.5102040816326531
Unknown,0.3030211175103567,0.23077840834950603,In Stock,0.12244897959183673
D,0.025765383449530166,0.5207552497147244,Out of Stock,0.6530612244897959
B,0.42406789936344347,0.4848249715337599,In Stock,0.5918367346938775
Unknown,0.9797918561180156,0.5207552497147244,Out of Stock,0.6938775510204082
A,0.8820854804486208,0.5207552497147244,In Stock,0.3469387755102041
A,0.8233808224714559,0.7636133831454405,In Stock,0.5714285714285714
A,0.13771850055572396,0.20901089290684804,In Stock,0.5102040816326531
A,0.9824189148226735,0.5207552497147244,Out of Stock,0.44897959183673464
Unknown,0.6405981610589067,0.5207552497147244,In Stock,0.6938775510204082
B,0.7600282914014347,0.5207552497147244,In Stock,0.1020408163265306
B,0.400020208143882,0.4709230697922915,In Stock,0.5714285714285714
Unknown,0.008891583308073154,0.5207552497147244,In Stock,0.0
Unknown,0.4588259068404567,0.5486398599372087,In Stock,0.08163265306122448
Unknown,0.5170253612205719,0.5207552497147244,Out of Stock,0.9999999999999999
Unknown,0.1106395877538648,0.07513616560196312,Out of Stock,0.5102040816326531
B,0.8187329493785995,0.9393363123747759,Out of Stock,0.7142857142857142
Unknown,0.30544609477619483,0.5742609897126265,In Stock,0.5102040816326531
D,0.7211276144286147,0.6529229461149159,In Stock,0.9795918367346939
Unknown,0.016166515105587552,0.5207552497147244,In Stock,0.7346938775510203
Unknown,0.7804385167222391,0.6444779228691969,In Stock,0.12244897959183673
Unknown,0.8517732646256441,0.9080737757640979,In Stock,0.8571428571428571
D,0.45700717389107814,0.17955864197367216,In Stock,0.7346938775510203
Unknown,0.46135192482570475,0.19037558867219123,In Stock,0.4693877551020408
A,0.5219763564716581,0.5207552497147244,In Stock,0.9795918367346939
C,0.014852985753258564,0.2703098576570582,In Stock,0.3061224489795918
Unknown,0.5866424168940082,0.5207552497147244,In Stock,0.8571428571428571
B,0.9694857027382034,0.5207552497147244,In Stock,0.5306122448979591
B,0.8442962513893099,0.5207552497147244,In Stock,0.36734693877551017
Unknown,0.4687278973426291,0.5207552497147244,In Stock,0.5510204081632653
A,0.6912195614832777,0.5207552497147244,In Stock,0.8571428571428571
Unknown,0.4945438011518642,0.5207552497147244,In Stock,0.22448979591836732
Unknown,0.06628271193290895,0.062322595663772185,In Stock,0.5714285714285714
Unknown,0.3098918864302314,0.4050002144308621,In Stock,0.5102040816326531
C,0.7932706880872992,0.14301738603511194,In Stock,0.7959183673469387
Unknown,0.8781448923916337,0.5018287914848344,Out of Stock,0.12244897959183673
D,0.9105789633222188,0.5207552497147244,In Stock,0.5510204081632653
Unknown,0.888248964332626,0.3799881859375458,In Stock,0.5102040816326531
A,0.87006163483884,0.34537681365861606,In Stock,0.6122448979591836
A,0.1179145195513792,0.5207552497147244,In Stock,0.7755102040816326
Unknown,0.8049914115388501,0.5207552497147244,In Stock,0.6326530612244897
D,0.6718197433565727,0.33456725358664485,In Stock,0.04081632653061224
C,0.49186622208750125,0.341517341116401,In Stock,0.1020408163265306
Unknown,0.2244114378094372,0.5207552497147244,In Stock,0.5102040816326531
Unknown,0.4945438011518642,0.5207552497147244,In Stock,0.0
A,0.5469334141659088,0.9278858807547529,Out of Stock,0.5102040816326531
Unknown,0.8835000505203596,0.09098720796857984,In Stock,0.08163265306122448
Unknown,0.2507830655754269,0.5207552497147244,Out of Stock,0.02040816326530612
C,0.7890269778720824,0.44162447529337223,Out of Stock,0.7551020408163265
D,0.6766696978882489,0.5207552497147244,Out of Stock,0.5918367346938775
Unknown,0.4565019702940285,0.8355779267992137,In Stock,0.2040816326530612
Unknown,0.9419015863392947,0.018938957969884873,Out of Stock,0.5102040816326531
Unknown,0.8393452561382236,0.17417832359920377,Out of Stock,0.5918367346938775
Unknown,0.9054258866323128,0.6564593675786645,Out of Stock,0.5102040816326531
Unknown,0.838941093260584,0.054677354397032474,In Stock,0.9795918367346939
Unknown,0.8050924522582601,0.8054831138051036,In Stock,0.4081632653061224
D,0.7539658482368394,0.39435792490702226,In Stock,0.7142857142857142
D,0.8540972011720723,0.34547689918506963,Out of Stock,0.44897959183673464
Unknown,0.17863999191674246,0.5207552497147244,In Stock,0.6530612244897959
Unknown,0.6832373446498938,0.47358088556386646,In Stock,0.2040816326530612
C,0.03405072244114379,0.3412644669951628,In Stock,0.0
A,0.13367687177932708,0.20097652953332684,In Stock,0.3061224489795918
Unknown,0.15257148630898254,0.5084803900918246,In Stock,0.32653061224489793
Unknown,0.18106496918258058,0.332492326246028,Out of Stock,0.5102040816326531
Unknown,0.8965343033242397,0.8678954927288914,Out of Stock,0.6530612244897959
Unknown,0.07123370718399515,0.5207552497147244,In Stock,0.26530612244897955
C,0.22178437910477924,0.5207552497147244,Out of Stock,0.42857142857142855
Unknown,0.777811458017581,0.5207552497147244,In Stock,0.1020408163265306
B,0.14054764069920178,0.5961942197050275,Out of Stock,0.9183673469387754
Unknown,0.2526017985248055,0.5207552497147244,In Stock,0.0
D,0.5333939577649792,0.9424617347933221,Out of Stock,0.2040816326530612
B,0.5382439122966555,0.18658974370546844,In Stock,0.12244897959183673
Unknown,0.06385773466707083,0.5207552497147244,In Stock,0.2040816326530612
B,0.32969586743457613,0.794201726355588,In Stock,0.5918367346938775
D,0.931191270081843,0.5801027608584648,In Stock,0.36734693877551017
Unknown,0.5171264019399817,0.5207552497147244,In Stock,0.0
Unknown,0.028190360715368297,0.5235633751663641,In Stock,0.3469387755102041
Unknown,0.8694553905223805,0.5207552497147244,Out of Stock,0.7959183673469387
Unknown,0.35384459937354756,0.5207552497147244,In Stock,0.3469387755102041
Unknown,0.5027786197837728,0.8482396880452071,Out of Stock,0.12244897959183673
Unknown,0.8050924522582601,0.5207552497147244,In Stock,0.5714285714285714
C,0.06254420531474184,0.5207552497147244,In Stock,0.5102040816326531
Unknown,0.6889966656562594,0.5207552497147244,Out of Stock,0.7551020408163265
D,0.254622612913004,0.5207552497147244,In Stock,0.44897959183673464
C,0.7203192886733353,0.5207552497147244,In Stock,0.12244897959183673
Unknown,0.024047691219561483,0.5207552497147244,Out of Stock,0.5510204081632653
C,0.9204809538243912,0.5207552497147244,In Stock,0.0
C,0.6436293826412044,0.5207552497147244,In Stock,0.5510204081632653
Unknown,0.39163382843285843,0.5207552497147244,Out of Stock,0.3877551020408163
Unknown,0.5702738203496008,0.5207552497147244,Out of Stock,0.04081632653061224
Unknown,0.38941093260584014,0.6142861370117274,In Stock,0.4693877551020408
D,0.8745074264928766,0.5207552497147244,In Stock,0.9999999999999999
Unknown,0.27462867535616853,0.5224722675413076,In Stock,0.42857142857142855
D,0.19187632615944228,0.5207552497147244,Out of Stock,0.4693877551020408
Unknown,0.03132262301707588,0.6903780501135655,Out of Stock,0.42857142857142855
Unknown,0.6641406486814185,0.5207552497147244,In Stock,0.8775510204081632
A,0.4258866323128221,0.5207552497147244,Out of Stock,0.26530612244897955
C,0.8492472466403961,0.8944655918659018,Out of Stock,0.836734693877551
Unknown,0.6751540870971001,0.2720715720944792,Out of Stock,0.26530612244897955
Unknown,0.7611397393149438,0.5207552497147244,Out of Stock,0.1020408163265306
Unknown,0.9525108618773366,0.1152209567857323,In Stock,0.6326530612244897
Unknown,0.15085379407901386,0.07667932357293317,In Stock,0.7551020408163265
Unknown,0.5624936849550368,0.5207552497147244,Out of Stock,0.7755102040816326
Unknown,0.5818935030817419,0.11758139410652058,Out of Stock,0.8163265306122448
Unknown,0.2270384965140952,0.5207552497147244,Out of Stock,0.9795918367346939
Unknown,0.5722946347377993,0.5207552497147244,Out of Stock,0.061224489795918366
Unknown,0.7335556229160352,0.5207552497147244,Out of Stock,0.673469387755102
Unknown,0.31868242901889465,0.44312926130564145,In Stock,0.9183673469387754
Unknown,0.9277558856219056,0.5207552497147244,Out of Stock,0.9183673469387754
C,0.8583409113872891,0.6295896536808225,In Stock,0.4693877551020408
C,0.43477821562089525,0.02559532067471587,In Stock,0.673469387755102
C,0.20359704961099323,0.5207552497147244,In Stock,0.9183673469387754
A,0.8628877437607355,0.5207552497147244,In Stock,0.8775510204081632
C,0.4945438011518642,0.5207552497147244,Out of Stock,0.061224489795918366
A,0.5981610589067394,0.5207552497147244,In Stock,0.9795918367346939
Unknown,0.8113569768616752,0.44165229673844675,In Stock,0.3061224489795918
Unknown,0.30999292714964133,0.2998150910855072,In Stock,0.36734693877551017
C,0.253208042841265,0.21831850042458695,In Stock,0.16326530612244897
Unknown,0.9540264726684854,0.12714683417913458,In Stock,0.9591836734693877
Unknown,0.6181671213499039,0.10272050422880968,In Stock,0.6530612244897959
Unknown,0.18763261594422553,0.9912338140522682,Out of Stock,0.9183673469387754
A,0.1314539759523088,0.5207552497147244,In Stock,0.5102040816326531
Unknown,0.3648580377892291,0.5207552497147244,Out of Stock,0.6530612244897959
Unknown,0.6108921895523896,0.5207552497147244,In Stock,0.061224489795918366
Unknown,0.3799131049813075,0.7036338617503314,In Stock,0.44897959183673464
D,0.9433161564110336,0.6731332584864947,Out of Stock,0.7346938775510203
B,0.029604930787107207,0.5207552497147244,In Stock,0.4897959183673469
Unknown,0.6040214206325148,0.7835030760544409,Out of Stock,0.36734693877551017
C,0.5248054966151359,0.43557519189780614,Out of Stock,0.6938775510204082
Unknown,0.5300596140244518,0.1468084370475567,Out of Stock,0.6326530612244897
Unknown,0.6209962614933818,0.47249204955978474,In Stock,0.7959183673469387
Unknown,0.8353036273618267,0.19356967058243735,In Stock,0.8979591836734693
Unknown,0.30847731635849246,0.4392518577180423,In Stock,0.12244897959183673
Unknown,0.2462362332019804,0.5207552497147244,In Stock,0.18367346938775508
Unknown,0.30413256542386585,0.5207552497147244,Out of Stock,0.32653061224489793
D,0.24118419723148432,0.9176833275292641,In Stock,0.8571428571428571
Unknown,0.5487521471152874,0.5207552497147244,In Stock,0.6938775510204082
Unknown,0.8589471557037486,0.2238356308982954,Out of Stock,0.7142857142857142
Unknown,0.6958674345761341,0.5207552497147244,Out of Stock,0.2040816326530612
D,0.29928261089218955,0.19591197921233489,Out of Stock,0.44897959183673464
Unknown,0.007477013236334243,0.5207552497147244,Out of Stock,0.673469387755102
Unknown,0.8140850762857431,0.5251390397077293,Out of Stock,0.6326530612244897
A,0.5029807012225926,0.2793917854367751,Out of Stock,0.02040816326530612
Unknown,0.5597655855309689,0.5207552497147244,In Stock,0.5714285714285714
Unknown,0.6997069819137112,0.20393683421043385,In Stock,0.5102040816326531
Unknown,0.8391431746994038,0.03343428886431521,Out of Stock,0.7755102040816326
Unknown,0.07840759826209963,0.5207552497147244,In Stock,0.836734693877551
Unknown,0.24694351823784988,0.03951199017456075,Out of Stock,0.6938775510204082
Unknown,0.9533191876326159,0.5207552497147244,Out of Stock,0.5102040816326531
Unknown,0.959684752955441,0.5793970841860469,In Stock,0.6530612244897959
Unknown,0.7165807820551682,0.5826378265827253,In Stock,0.7755102040816326
Unknown,0.6937455794685258,0.6851868088126226,In Stock,0.5102040816326531
C,0.6254420531474184,0.03886495663829287,Out of Stock,0.3469387755102041
C,0.4817621501465091,0.5207552497147244,Out of Stock,0.2857142857142857
Unknown,0.6704051732848337,0.5207552497147244,In Stock,0.7755102040816326
Unknown,0.014954026472668485,0.1091986643270848,In Stock,0.6122448979591836
C,0.4945438011518642,0.6068743506684151,In Stock,0.14285714285714285
Unknown,0.021218551076083662,0.1342490204154863,In Stock,0.7959183673469387
D,0.8378296453470748,0.20474222017516652,Out of Stock,0.44897959183673464
Unknown,0.13327270890168738,0.8087643076740986,In Stock,0.5102040816326531
Unknown,0.8680408204506416,0.5469546312285442,In Stock,0.4897959183673469
Unknown,0.27725573406082654,0.66054380740423,In Stock,0.12244897959183673
Unknown,0.36061432757401235,0.5207552497147244,In Stock,0.9591836734693877
C,0.06709103768818833,0.6146882930143049,In Stock,0.3877551020408163
Unknown,0.05183388905729009,0.5207552497147244,Out of Stock,0.04081632653061224
Unknown,0.4250783065575427,0.5207552497147244,Out of Stock,0.3469387755102041
Unknown,0.2874608467212287,0.023397189707167254,Out of Stock,0.5102040816326531
Unknown,0.2767505304637769,0.37789202371789576,In Stock,0.8163265306122448
B,0.3860765888653127,0.11874730858978783,In Stock,0.2040816326530612
Unknown,0.5613822370415277,0.741135812886471,In Stock,0.5918367346938775
Unknown,0.672628069111852,0.5207552497147244,Out of Stock,0.7142857142857142
Unknown,0.05890673941598464,0.5207552497147244,Out of Stock,0.4897959183673469
Unknown,0.5157118318682429,0.5207552497147244,In Stock,0.7142857142857142
Unknown,0.5771445892694755,0.7892828043380345,Out of Stock,0.24489795918367346
Unknown,0.13307062746286755,0.3440206113170754,In Stock,0.02040816326530612
A,0.5975548145902798,0.21109773435672363,In Stock,0.02040816326530612
Unknown,0.5919975750227341,0.5207552497147244,In Stock,0.36734693877551017
Unknown,0.9484692331009397,0.5207552497147244,In Stock,0.1020408163265306
Unknown,0.14711528746084673,0.5207552497147244,In Stock,0.24489795918367346
Unknown,0.38294432656360516,0.2451218435049195,In Stock,0.12244897959183673
Unknown,0.6872789734262907,0.5207552497147244,Out of Stock,0.7346938775510203
Unknown,0.05668384358896635,0.5213372160526535,Out of Stock,0.1020408163265306
A,0.18268162069313934,0.9548997192563687,In Stock,0.5102040816326531
Unknown,0.2730120238456098,0.08851334306946329,Out of Stock,0.7142857142857142
D,0.8611700515307669,0.7567455569404707,In Stock,0.7346938775510203
Unknown,0.8788521774275032,0.8421416307308013,Out of Stock,0.5306122448979591
Unknown,0.3624330605233909,0.5207552497147244,Out of Stock,0.061224489795918366
A,0.6837425482469435,0.5028566444987647,Out of Stock,0.9999999999999999
Unknown,0.3535414772153178,0.5207552497147244,In Stock,0.44897959183673464
Unknown,0.66232191573204,0.5207552497147244,In Stock,0.9591836734693877
C,0.4945438011518642,0.5207552497147244,Out of Stock,0.7142857142857142
D,0.5096493887036475,0.5207552497147244,In Stock,0.2040816326530612
B,0.4183085783570779,0.7486927704234924,Out of Stock,0.9591836734693877
Unknown,0.7068808729918157,0.07541982796363478,In Stock,0.4693877551020408
A,0.3279781752046075,0.5207552497147244,In Stock,0.32653061224489793
Unknown,0.4536728301505507,0.5207552497147244,Out of Stock,0.5102040816326531
A,0.6974840860866929,0.5207552497147244,In Stock,0.44897959183673464
A,0.5023744569061331,0.5207552497147244,Out of Stock,0.836734693877551
A,0.9598868343942608,0.5207552497147244,In Stock,0.6326530612244897
Unknown,0.3677882186521168,0.8027003880803202,In Stock,0.3877551020408163
D,0.035566333232292614,0.5207552497147244,Out of Stock,0.6530612244897959
Unknown,0.4850964938870365,0.9043111212121243,In Stock,0.7959183673469387
Unknown,0.9655451146812165,0.5207552497147244,Out of Stock,0.3061224489795918
Unknown,0.41386278670304133,0.5207552497147244,Out of Stock,0.5918367346938775
A,0.629887844801455,0.6624178716397467,In Stock,0.22448979591836732
Unknown,0.9792866525209659,0.8588455634050062,In Stock,0.7959183673469387
D,0.2120844700414267,0.5207552497147244,In Stock,0.5102040816326531
Unknown,0.5275335960392038,0.5207552497147244,Out of Stock,0.32653061224489793
A,0.9144185106597958,0.9427214646304708,Out of Stock,0.22448979591836732
Unknown,0.5373345458219662,0.5207552497147244,Out of Stock,0.42857142857142855
D,0.4709507931696474,0.5207552497147244,Out of Stock,0.22448979591836732
Unknown,0.01465090431443872,0.5207552497147244,In Stock,0.5102040816326531
Unknown,0.19783772860462767,0.9363115258588081,Out of Stock,0.5102040816326531
A,0.3304031524704456,0.5207552497147244,In Stock,0.1020408163265306
D,0.8529857532585632,0.5207552497147244,In Stock,0.5918367346938775
Unknown,0.4945438011518642,0.5207552497147244,In Stock,0.9591836734693877
Unknown,0.32302717995352126,0.5014525509034077,Out of Stock,0.6530612244897959
Unknown,0.20258664241689403,0.5207552497147244,Out of Stock,0.22448979591836732
C,0.6732343134283115,0.6007342185681573,In Stock,0.7142857142857142
Unknown,0.17692229968677378,0.5207552497147244,Out of Stock,0.22448979591836732
C,0.8761240780034354,0.7233903813919617,Out of Stock,0.5102040816326531
Unknown,0.6637364858037789,0.5207552497147244,In Stock,0.6122448979591836
C,0.8382338082247145,0.6022456351562443,Out of Stock,0.08163265306122448
D,0.8729918157017278,0.5207552497147244,In Stock,0.08163265306122448
Unknown,0.8317672021824795,0.3908498320643303,In Stock,0.32653061224489793
B,0.2715974537738709,0.5207552497147244,In Stock,0.5102040816326531
B,0.6748509649388703,0.5207552497147244,Out of Stock,0.42857142857142855
Unknown,0.11245832070324341,0.3457585346502694,In Stock,0.6122448979591836
A,0.4945438011518642,0.5207552497147244,In Stock,0.2857142857142857
Unknown,0.8846114984338688,0.5207552497147244,In Stock,0.3061224489795918
D,0.28089319995958373,0.6733093032301929,Out of Stock,0.5102040816326531
Unknown,0.6195816914216429,0.5207552497147244,In Stock,0.5714285714285714
Unknown,0.11235727998383348,0.12223552824072176,In Stock,0.08163265306122448
A,0.696069516014954,0.024711478100381157,In Stock,0.42857142857142855
Unknown,0.3295948267151662,0.5207552497147244,Out of Stock,0.061224489795918366
Unknown,0.8773365666363544,0.05772922518264456,Out of Stock,0.22448979591836732
Unknown,0.7286046276649489,0.5207552497147244,Out of Stock,0.02040816326530612
Unknown,1.0,0.20877998198513453,In Stock,0.6122448979591836
Unknown,0.8748105486511064,0.5207552497147244,In Stock,0.9999999999999999
B,0.7912498736991007,0.5207552497147244,In Stock,0.7346938775510203
Unknown,0.605233909265434,0.3991665762662491,Out of Stock,0.7959183673469387
Unknown,0.5128826917247651,0.584056918270763,In Stock,0.4081632653061224
Unknown,0.8852177427503284,0.5207552497147244,Out of Stock,0.5102040816326531
